Agent Name,Agent Address,Agent City,FY 20 Net Sales
A  J  SEABRA,208 WAVERLEY ST,FRAMINGHAM,"$110,015.75"
A L PRIME ENERGY,1115 WORCESTER RD,FRAMINGHAM,"$131,752.00"
BJ'S WHOLESALE #47,26 WHITTIER ST,FRAMINGHAM,"$134,153.75"
7-ELEVEN 40080,554 WORCESTER RD,FRAMINGHAM,"$136,945.75"
BACON'S WINE & SPIRITS,624 WAVERLY STREET,FRAMINGHAM,"$160,177.00"
EL PIKANTE FOODS,40 UNION AVENUE,FRAMINGHAM,"$161,275.00"
EL PIKANTE FOODS,530 WAVERLY STREET,FRAMINGHAM,"$163,619.75"
NOURIA ENERGY #1179,876 EDGELL ROAD,FRAMINGHAM,"$181,459.50"
LODGE OF ELKS #1264,450 UNION AVE,FRAMINGHAM,"$183,780.50"
LINCOLN LIQUORS,1 NICHOLAS RD,FRAMINGHAM,"$191,890.00"
PRIME DISCOUNT LIQUORS,939 WORCESTER RD,FRAMINGHAM,"$208,016.25"
UNION AVE GAS STATION,172 UNION AVE,FRAMINGHAM,"$217,866.75"
FRATERNAL EAGLES#894,55 PARK ST,FRAMINGHAM,"$249,701.50"
FRAMINGHAM GULF,1287 WORCESTER ROAD,FRAMINGHAM,"$260,411.25"
ROUTE 9 WINE & SPIRITS,680 WORCESTER ROAD,FRAMINGHAM,"$279,017.75"
AL PRIME GAS,655 WAVERLY ST,FRAMINGHAM,"$312,108.00"
FIFTH AVE LIQUORS,235 OLD CONN PATH,FRAMINGHAM,"$332,512.75"
FRAMINGHAM LIQUORS,1 MARBLE ST,FRAMINGHAM,"$339,419.75"
DOM'S VARIETY,269 HOLLIS ST,FRAMINGHAM,"$366,382.25"
ALLTOWN #2704,696 COCHITUATE RD,FRAMINGHAM,"$369,154.00"
AV'S MARKET I,113 BEAVER ST,FRAMINGHAM,"$393,510.00"
DRAMATIC CLUB,29 DAYTONA AVE,FRAMINGHAM,"$428,192.00"
NOBSCOT WINE & SPIRITS,847 EDGELL RD,FRAMINGHAM,"$433,196.75"
O'BRIENS PACKAGE STORE,420 FRANKLIN STREET,FRAMINGHAM,"$434,168.50"
OLD STATION WINE & SPIRITS,438 WAVERLY STREET,FRAMINGHAM,"$435,596.75"
KARAS GAS,516 UNION AVENUE,FRAMINGHAM,"$462,020.25"
TESOROS SUPER MARKET,80 HOLLIS STREET,FRAMINGHAM,"$479,363.00"
ALLTOWN #856,116 WEST MASS PIKE,FRAMINGHAM,"$516,063.25"
FRAMINGHAM SHELL #75,846 CONCORD ST,FRAMINGHAM,"$525,159.50"
ROUTE 9 SPORTS BAR,1186 WORCESTER ROAD,FRAMINGHAM,"$533,835.25"
FRAMINGHAM ONE STOP MARKET,20 IRVING ST,FRAMINGHAM,"$543,567.25"
FOOD MART LIQUOR,46 HOLLIS STREET,FRAMINGHAM,"$563,263.00"
CONTI LIQUORS,409 CONCORD ST,FRAMINGHAM,"$589,998.00"
WAVERLY ST SHELL,228 WAVERLY ST,FRAMINGHAM,"$596,673.00"
WINE VAULT,2 FAIRBANKS ST,FRAMINGHAM,"$596,919.50"
SPEEDWAY #2459,1701 WORCESTER RD,FRAMINGHAM,"$632,547.50"
NOBSCOT GULF,876 EDGELL ROAD,FRAMINGHAM,"$661,283.75"
FRAMINGHAM CONVENIENCE,189 CONCORD STREET,FRAMINGHAM,"$689,917.25"
AUTO BRIGHT CAR CARE,105 HOLLIS ST,FRAMINGHAM,"$715,285.50"
STOP & SHOP #008,19 TEMPLE ST,FRAMINGHAM,"$742,624.00"
M & M LIQUOR STORE,21 TEMPLE ST,FRAMINGHAM,"$804,833.25"
STOP & SHOP #003,235 CONNECTICUT PTH,FRAMINGHAM,"$915,480.50"
RIVERSIDE GULF,1530 CONCORD ST,FRAMINGHAM,"$921,502.25"
EMANUEL MARKET,195 HOLLIS STREET,FRAMINGHAM,"$946,572.50"
CUMBERLAND #6723,730 COCHITUATE RD,FRAMINGHAM,"$986,080.00"
HURRICANE ENERGY,22 WAVERLY ST,FRAMINGHAM,"$1,002,318.25"
CENTRE MOBIL,1063 WORCESTER RD,FRAMINGHAM,"$1,046,744.50"
AV'S MARKET I,113 BEAVER ST,FRAMINGHAM,"$1,443,143.75"
AV'S MARKET II,890 WAVERLY STREET,FRAMINGHAM,"$1,823,809.00"
IRVING STREET CONVENIENCE,296 IRVING ST,FRAMINGHAM,"$2,069,059.50"
MORAN'S MARKET,2 FAIRBANKS STREET,FRAMINGHAM,"$2,351,020.00"
DAILY MART,371 HOLLIS STREET,FRAMINGHAM,"$2,457,050.00"
NOBSCOT CONVENIENCE,908 EDGELL RD,FRAMINGHAM,"$2,725,828.25"
DOWNTOWN CONVENIENCE STORE,130 KENDALL ST,FRAMINGHAM,"$2,802,705.50"
MAKARI'S MARKET,1 HAMILTON STREET,FRAMINGHAM,"$3,059,552.50"
A-1 GULF,483 CONCORD STREET,FRAMINGHAM,"$3,154,065.25"
AMY'S CONVENIENT STORE,68 WATER ST,FRAMINGHAM,"$3,287,243.25"
BIG TOWN PANTRY,420 FRANKLIN STREET,FRAMINGHAM,"$3,491,612.75"
FRIENDLY FARMS,155 COCHITUATE RD,FRAMINGHAM,"$3,628,029.50"
VILLAGE MALL LIQUORS,60 FRANKLIN VILLAGE DR,FRANKLIN,"$39,825.50"
CIGARS & MORE,391 WEST CENTRAL STREET,FRANKLIN,"$40,792.75"
DACEY'S MARKET & DELI,353 LINCOLN STREET,FRANKLIN,"$97,369.00"
JIMMY D'S,338 UNION ST,FRANKLIN,"$114,177.50"
FRANKLIN ELKS #2136,1077 POND ST,FRANKLIN,"$169,560.50"
DEVITA'S MARKET,198 E CENTRAL ST,FRANKLIN,"$217,605.25"
BJ'S WHOLESALE #105,100 CORPORATE DRIVE,FRANKLIN,"$238,249.50"
LIQUOR WORLD,365 W CENTRAL STREET,FRANKLIN,"$241,299.25"
BIG Y #38,348 EAST CENTRAL ST,FRANKLIN,"$287,794.00"
THE CHATEAU RESTAURANT,466 KING STREET,FRANKLIN,"$314,796.25"
UNION STREET WINES & LIQUORS,317 UNION STREET,FRANKLIN,"$329,093.50"
FRANKLIN LIQUORS,363 E CENTRAL ST,FRANKLIN,"$337,579.00"
FRANKLIN MOBIL,660 W CENTRAL ST,FRANKLIN,"$341,724.75"
THE ALUMNI CLUB,391 E CENTRAL STREET,FRANKLIN,"$370,384.50"
LINCOLN STREET MARKET,455 LINCOLN STREET,FRANKLIN,"$412,956.25"
SPEEDWAY #2460,251 E CENTRAL ST,FRANKLIN,"$450,535.75"
FRANKLIN MINI MARKET,52 E CENTRAL STREET,FRANKLIN,"$670,255.25"
7-ELEVEN 37380,664 UNION ST,FRANKLIN,"$673,101.50"
STOP & SHOP #472,40 FRANKLIN VILLAGE,FRANKLIN,"$693,177.00"
SHAWS 3581,255 EAST CENTRAL ST,FRANKLIN,"$695,857.50"
7-ELEVEN 37386,533 WEST CENTRAL ST,FRANKLIN,"$829,686.00"
HANG TAI RESTAURANT,26-30 E CENTRAL ST,FRANKLIN,"$848,250.50"
OLD GOLD CONVENIENCE STORE,326 UNION STREET,FRANKLIN,"$1,187,106.25"
PJ MART II,150 EMMONS STREET,FRANKLIN,"$1,309,059.50"
DB MART,804 POND ST,FRANKLIN,"$1,387,960.75"
WEST FRANKLIN SHELL,412 WEST CENTRAL STREET,FRANKLIN,"$1,485,015.50"
7-ELEVEN 34401-A,20 WEST CENTRAL ST,FRANKLIN,"$1,696,829.00"
SHELL,140 EAST CENTRAL ST,FRANKLIN,"$2,894,420.25"
VFW ORGANIZATION,89 MIDDLEBORO RD,FREETOWN,"$51,581.00"
CHAIR CITY PHARMACY,34 CONNORS STREET,GARDNER,"$5,817.50"
SAWA ASIAN CUISINE,360 TIMPANY BLVD,GARDNER,"$9,615.00"
GARDNER BP,221 MAIN ST,GARDNER,"$26,193.00"
THE NAPOLEON CLUB,271 PARK ST,GARDNER,"$29,397.00"
FO EAGLES HILLCREST,71 CITY HALL AVENUE,GARDNER,"$31,915.00"
GARDNER LODGE OF ELKS #1426,31 PARK STREET,GARDNER,"$40,094.00"
COLONIAL HOTEL,625 BETTY SPRING RD,GARDNER,"$57,862.00"
ACADIEN SOCIAL CLUB,193 PARKER ST,GARDNER,"$89,545.00"
SAM'S FOOD STORE,403 PARKER STREET,GARDNER,"$89,609.75"
DUGUAYS CHICKEN & SEAFOOD,632 PARKER STREET,GARDNER,"$107,658.25"
SOUTHSIDE GRILLE,242 W BROADWAY,GARDNER,"$142,806.00"
HANNAFORD #8019,21 TIMPANY BLVD,GARDNER,"$200,923.75"
GARDNER TEN PINS,560 WEST BROADWAY,GARDNER,"$201,611.50"
SOUTH GARDNER HOTEL,8 E BROADWAY,GARDNER,"$245,996.50"
PACC,171 KENDALL POND WEST,GARDNER,"$261,947.00"
GARDNER SPIRITS,364 TIMPANY BLVD,GARDNER,"$360,449.50"
ANTHONY'S PACKAGE STORE,12 PEARSON BLVD,GARDNER,"$389,500.75"
SPEEDWAY #2461,19 PEARSON BLVD,GARDNER,"$446,687.00"
MR MIKE'S #327,17  PEARSON BLVD,GARDNER,"$515,013.25"
BEAUREGARD LIQUORS,11 WEST ST,GARDNER,"$586,595.25"
BURKES MARKET,236 PARK STREET,GARDNER,"$612,977.00"
STOP & BUY,56 UNION SQUARE,GARDNER,"$629,617.75"
HONEY LAND FARM,51 CHESTNUT STREET,GARDNER,"$771,297.75"
PRICE CHOPPER #239,560 MAIN ST,GARDNER,"$777,010.75"
WILLIAMS STEAK HOUSE,184 PEARSON BLVD,GARDNER,"$822,027.00"
BRAZELL'S  PACKAGE STORE,201 PLEASANT STREET,GARDNER,"$858,246.00"
YEN YEN RESTAURANT,42 PEARSON BLVD,GARDNER,"$861,667.50"
GARDNER GETTY,221 MAIN ST,GARDNER,"$956,382.50"
NOURIA #4017,6 PEARSON BLVD,GARDNER,"$1,113,536.75"
NOURIA #4016,264 TIMPANY BLVD,GARDNER,"$1,317,998.00"
HUHTALA SHELL STATION,4 OAK ST,GARDNER,"$1,393,206.75"
CUMBERLAND #6754,130 MAIN ST,GARDNER,"$1,560,652.25"
A-1 MART,157 WEST ST,GARDNER,"$1,714,462.75"
JAYS VARIETY,32 E BROADWAY,GARDNER,"$1,992,025.00"
TOWN CONVENIENCE,3 PINE ST,GARDNER,"$2,209,227.75"
SO GARDNER MINI MART,94 S MAIN ST,GARDNER,"$2,498,400.00"
LIQUOR BARN,69 EAST MAIN ST,GEORGETOWN,"$129,306.50"
CROSBY'S MARKETPLACE,62 CENTRAL ST,GEORGETOWN,"$217,924.50"
GEORGETOWN LIQUORS,103 E MAIN ST,GEORGETOWN,"$275,055.75"
GEORGETOWN MOBIL,1 CENTRAL ST,GEORGETOWN,"$314,687.00"
RICHDALE,67 W MAIN ST,GEORGETOWN,"$1,780,253.00"
HARDWICK MARKET,232 MAIN STREET,GILBERTVILLE,"$487,367.75"
CUMBERLAND #6660,29 HARDWICK RD,GILBERTVILLE,"$904,892.25"
THE MILL,23 FRENCH KING HIGHWAY,GILL,"$445,667.50"
THE SPIRIT SHOPPE,6 MAIN RD,GILL,"$955,939.50"
LANESVILLE PACKAGE,1080 WASHINGTON ST,GLOUCESTER,"$2,997.00"
JD MYERS BEST FRIEND,24 LEXINGTON AVE,GLOUCESTER,"$54,594.00"
DOUCETTE LINGARD POST 1624 VFW,224 EASTERN AVE,GLOUCESTER,"$60,332.50"
LODGE OF ELKS #892,101 ATLANTIC ROAD,GLOUCESTER,"$127,932.00"
RAILROAD AVE LIQUORS,7 RAILROAD AVE,GLOUCESTER,"$171,184.00"
LIQUOR LOCKER,287-297 MAIN ST,GLOUCESTER,"$194,239.25"
AMVETS POST 32,14 PROSPECT STREET,GLOUCESTER,"$205,060.50"
GOOD HARBOR LIQUOR,340 MAIN ST,GLOUCESTER,"$261,131.25"
SPEEDWAY #2462,354 MAIN ST,GLOUCESTER,"$286,441.00"
SHAWS 3590,127 EASTERN AVE,GLOUCESTER,"$378,202.00"
PILOT HOUSE,3 PORTER STREET,GLOUCESTER,"$408,727.50"
CROW'S NEST,334 MAIN ST,GLOUCESTER,"$412,511.00"
MARKET BASKET #61,101 GLOUCESTER CROSSING,GLOUCESTER,"$455,052.50"
PRATTY'S,14 PARKER ST,GLOUCESTER,"$476,966.00"
SHAWS 3591,7 RAILROAD AVE,GLOUCESTER,"$495,199.00"
STOP & SHOP #410,6 THATCHER ROAD,GLOUCESTER,"$652,820.25"
ENERGY NORTH #2114,73 ESSEX AVE,GLOUCESTER,"$686,050.25"
GLOUCESTER VARIETY,276 WASHINGTON ST,GLOUCESTER,"$774,055.50"
LITTLE RIVER MART,300 ESSEX AVENUE,GLOUCESTER,"$806,230.00"
RAILROAD VARIETY,2 RAILROAD AVENUE,GLOUCESTER,"$922,725.00"
GLOUCESTER FRATERNITY CLUB,27 WEBSTER ST,GLOUCESTER,"$1,048,323.50"
LIQUOR LOCKER,287-297 MAIN ST,GLOUCESTER,"$1,087,998.25"
RICHDALE,120 EAST MAIN STREET,GLOUCESTER,"$1,129,196.00"
MAGNOLIA VARIETY STORE,2 RAYMOND STREET,GLOUCESTER,"$1,135,867.25"
BOULEVARD VARIETY,33 WESTERN AVE,GLOUCESTER,"$1,302,868.00"
SUNNY VARIETY,34 RAILROAD AVE,GLOUCESTER,"$1,354,243.50"
CAPE ANN CONVENIENCE,2 RODGERS ST,GLOUCESTER,"$1,475,469.75"
RICHDALE,410 WASHINGTON ST,GLOUCESTER,"$1,491,780.75"
7-ELEVEN 37379,28-40 WASHINGTON ST,GLOUCESTER,"$1,635,448.50"
TONYS VARIETY,183 WASHINGTON ST,GLOUCESTER,"$1,736,609.00"
JEFF'S VARIETY,71  EASTERN AVE,GLOUCESTER,"$2,000,444.25"
7-ELEVEN 32486-A,50 MAPLEWOOD AVE,GLOUCESTER,"$2,032,115.00"
7-ELEVEN 34413-A,50 BASS AVE,GLOUCESTER,"$2,165,580.00"
ED'S MINI MART,89 WASHINGTON ST,GLOUCESTER,"$2,187,267.25"
GOSHEN GENERAL STORE,31 MAIN ST,GOSHEN,"$481,265.25"
PUB 122,215 A WORCESTER STREET,GRAFTON,"$110,300.50"
THE GRAFTON INN,25 GRAFTON COMMON,GRAFTON,"$269,029.00"
DELISLE GOULET POST 92,69 WORCESTER ST,GRAFTON,"$523,149.00"
STOP & SHOP #057,100 WORCESTER ST,GRAFTON,"$743,122.75"
CUMBERLAND #0133,16 UPTON ST,GRAFTON,"$942,963.00"
GRANBY LIQUORS,60 W STATE ST,GRANBY,"$6,907.00"
CENTER PHARMACY,242 STATE ST,GRANBY,"$24,627.50"
266 LOUNGE INC,74 PLEASANT ST,GRANBY,"$35,214.00"
GRANBY LIQUOR STORE,60 W STATE ST,GRANBY,"$66,230.00"
UNION MART,362 EAST STATE STREET,GRANBY,"$86,887.00"
BRUSO LIQUOR MART,367 EAST STATE STREET,GRANBY,"$209,803.25"
GRANBY LIQUOR STORE,60 W STATE ST,GRANBY,"$350,557.25"
UNION MART,362 EAST STATE STREET,GRANBY,"$462,216.25"
CUMBERLAND #6698,74 W STATE,GRANBY,"$1,222,332.75"
GRANVILLE COUNTRY STORE,11 GRANBY RD,GRANVILLE,"$172,599.75"
KOBE HIBACHI AND SUSHI,254 MOHAWK TRL,GREENFIELD,"$20,091.00"
GREENFIELD LODGE #997,20 SCHOOL ST,GREENFIELD,"$23,325.00"
VICTORIA BAR/GRILL,4 CHAPMAN ST,GREENFIELD,"$23,951.00"
RITE AID 10074,107 MAIN ST,GREENFIELD,"$76,875.75"
RYAN & CASEY,55 MAIN ST,GREENFIELD,"$81,215.00"
MAIN ST BAR & GRILL,94 MAIN ST,GREENFIELD,"$106,501.00"
SMOKE HEAVEN,239 MAIN ST,GREENFIELD,"$107,322.00"
THE WINE RACK,70 MAIN ST,GREENFIELD,"$150,182.75"
BPO ELKS #1296,3-5 CHURCH ST,GREENFIELD,"$162,539.00"
BJ'S WHOLESALE #307,42 COLRAIN RD,GREENFIELD,"$169,640.00"
SMITTY'S PUB,26 CHAPMAN ST,GREENFIELD,"$202,567.50"
THE SPIRIT SHOPPE,402 FEDERAL STREET,GREENFIELD,"$246,326.75"
GREEN RIVER LIQUORS & REDEMPTI,126 DEERFIELD ST,GREENFIELD,"$357,553.00"
PLANET GAS,109 MOHAWK TRAIL,GREENFIELD,"$404,554.25"
CALLS CORNER STORE,122 CONWAY ST,GREENFIELD,"$505,102.50"
NOURIA #4055,242 MOHAWK TRAIL RT2,GREENFIELD,"$567,361.00"
LIPTON MART #608,100 MOHAWK TRAIL,GREENFIELD,"$634,982.50"
BIG Y #63,RT #2 MOHAWK TRAIL,GREENFIELD,"$808,429.25"
STOP & SHOP #045,89 FRENCH KING HGWAY,GREENFIELD,"$832,886.00"
ALPINE BEER & WINE,295 FEDERAL ST,GREENFIELD,"$967,539.00"
HARPER'S STORE,404 COLRAIN RD,GREENFIELD,"$1,027,943.00"
Z'S CORNER,4 MILL STREET,GREENFIELD,"$1,043,714.25"
COUNTRY FARM,49  MAIN STREET,GREENFIELD,"$1,113,528.75"
CIRCLE K #7510,223 MOHAWK TRAIL,GREENFIELD,"$1,170,349.25"
FOSTER'S SUPERMARKET,CONWAY & ALLEN STS,GREENFIELD,"$1,186,704.75"
CUMBERLAND #6694,317 FEDERAL ST,GREENFIELD,"$1,362,072.00"
NOURIA #4054,63-69 MAIN ST,GREENFIELD,"$1,392,229.00"
SANDRI STOP SMART,416 FEDERAL ST,GREENFIELD,"$1,394,294.00"
SPEEDWAY #2463,245 FEDERAL ST,GREENFIELD,"$1,821,099.75"
NEW INKWELL NEWS,78 FEDERAL ST,GREENFIELD,"$2,650,105.25"
GROTON EXPRESS,6 BOSTON ROAD,GROTON,"$108,764.25"
CRAVEN'S PACKAGE STORE,777 BOSTON RD,GROTON,"$125,455.00"
H & H SON,6 BOSTON ROAD,GROTON,"$149,595.75"
A L PRIME ENERGY,619 BOSTON ROAD,GROTON,"$250,480.00"
SHAWS 627,760 A BOSTON RD,GROTON,"$374,639.75"
HAFFNER'S,318 MAIN ST,GROTON,"$514,367.75"
BOSTON ROAD MARKET,871 BOSTON ROAD,GROTON,"$569,348.00"
COUNTRY FARMS,127 MAIN ST,GROTON,"$1,228,631.00"
TEA GARDEN RESTAURANT,904 SALEM ST,GROVELAND,"$8,844.00"
NIEROD'S INC,192 MAIN ST,GROVELAND,"$95,709.00"
PUB 97,935 SALEM ST,GROVELAND,"$162,329.50"
RTE 97 LIQUORS,908-D SALEM STREET,GROVELAND,"$222,029.50"
GROVELAND LIQUOR AND MARKET,1 WASHINGTON ST,GROVELAND,"$285,965.50"
GERRY'S VARIETY,15 ELM PARK,GROVELAND,"$1,929,632.25"
NICOLE'S MINI FOOD,286 SCHOOL ST,GROVELAND,"$2,555,204.00"
COVE BOWLING,109 STOCKBRIDGE RD,GT BARRINGTON,"$1,610.00"
DOMANEY'S LIQUORS,66 MAIN ST,GT BARRINGTON,"$40,914.50"
BOGIES,935 MAIN ST,GT BARRINGTON,"$100,202.00"
PLAZA PACKAGE,155 STATE ROAD,GT BARRINGTON,"$124,037.50"
BIG Y #22,740 MAIN ST,GT BARRINGTON,"$336,393.75"
PRICE CHOPPER #155,300 STOCKBRIDGE RD,GT BARRINGTON,"$388,387.75"
LIPTON MART #606,246 STOCKBRIDGE RD,GT BARRINGTON,"$425,510.00"
CUMBERLAND #6668,140 MAIN ST,GT BARRINGTON,"$592,705.25"
GT BARRINGTON SUNOCO,190 STATE RD,GT BARRINGTON,"$1,012,435.75"
SHELL,229 STOCKBRIDGE RD,GT BARRINGTON,"$1,299,310.00"
GT BARRINGTON MOBIL,696 SO MAIN STREET,GT BARRINGTON,"$1,502,080.75"
A & S NEWSTAND/CANDY STAND,367 RUSSELL ST,HADLEY,"$4,826.00"
YOUNG MEN'S CLUB OF HADLEY,138 EAST STREET,HADLEY,"$46,586.00"
ARIZONA PIZZA COMPANY,367 RUSSELL STREET,HADLEY,"$103,668.00"
FOUR SEASONS WINE & LIQUOR,333 RUSSELL ST,HADLEY,"$231,896.25"
BIG Y EXPRESS #92,73 RUSSELL ST,HADLEY,"$366,641.50"
LIQUORS 44 HADLEY,458 RUSSELL STREET,HADLEY,"$404,671.50"
GIBBS OIL CO  #1215,110 RUSSELL ST,HADLEY,"$522,546.00"
STOP & SHOP #095,440 RUSSELL ST,HADLEY,"$679,964.00"
CUMBERLAND #0186,109 RUSSELL ST,HADLEY,"$889,997.00"
PRIDE STATION AND MORE,25 RUSSELL ST,HADLEY,"$1,204,407.25"
PRIDE STATION & STORE,445 RUSSELL RD,HADLEY,"$2,110,716.75"
TWIN LAKES LIQUOR & CONV,655 MONPONSETT AVENUE,HALIFAX,$967.00
BR'S MONPONSETT INN,550 MONPONSETT ST,HALIFAX,"$181,376.75"
D'S GRILLE 58,284 MONPONSETT ST,HALIFAX,"$215,146.50"
LYONVILLE TAVERN,315 PLYMOUTH STREET,HALIFAX,"$313,438.00"
STOP & SHOP #082,341 PLYMOUTH STREET,HALIFAX,"$520,680.25"
HALIFAX MOBIL,576 PLYMOUTH ST,HALIFAX,"$1,285,192.00"
CUMBERLAND #2339,292 PLYMOUTH ST,HALIFAX,"$1,336,382.50"
HAPPY DRAGON RESTAURANT,327 PLYMOUTH STREET,HALIFAX,"$1,348,164.75"
HARMONY TWO LIQUORS,284 MONPONSETT ST,HALIFAX,"$1,436,164.50"
LINDY'S GENERAL STORE,134 HOLMES ST,HALIFAX,"$1,444,572.00"
HALIFAX MARKET,337 PLYMOUTH ST,HALIFAX,"$2,959,824.75"
COMMUNITY PACKAGE STORE,45 BAY ROAD,HAMILTON,"$97,783.00"
CUMBERLAND #6747,121 BAY RD,HAMILTON,"$430,789.00"
HAMPDEN HOUSE CAFE,1 ALLEN STREET,HAMPDEN,"$124,038.00"
HAMPDEN DISCOUNT LIQUORS,7 ALLEN ST,HAMPDEN,"$136,041.75"
GIO'S PIZZERIA,9 ALLEN STREET,HAMPDEN,"$210,894.50"
VETERANS OF FORIEGN WARS,190 MAIN ST,HAMPDEN,"$225,905.50"
GROG SHOPPE,488 MAIN ST,HAMPDEN,"$423,325.75"
CONVENIENCE PLUS #3713,42 SOMERS RD,HAMPDEN,"$950,382.00"
HAMPDEN MINI MART,3 ALLEN ST,HAMPDEN,"$2,613,422.00"
BUFFALO  WILD WINGS,1775 WASHINGTON ST,HANOVER,"$29,090.00"
MARYLOU'S NEWS,211 WASHINGTON ST,HANOVER,"$124,080.50"
CUMBERLAND FARMS #6786,1987 WASHINGTON ST,HANOVER,"$133,776.50"
VINTAGE WINE & SPIRITS,849 WASHINGTON ST,HANOVER,"$266,231.00"
AMER LEGION PST #149,104 KING STREET,HANOVER,"$266,924.25"
HOME SPIRITS,227 COLUMBIA ROAD,HANOVER,"$286,112.50"
FIVE STAR SHELL,1808 WASHINGTON STREET,HANOVER,"$310,010.75"
HANOVER MOBIL,1451 WASHINGTON ST,HANOVER,"$396,819.75"
7-ELEVEN 37403,2103 WASHINGTON ST,HANOVER,"$438,693.50"
SHAWS 440,55 COLUMBIA ROAD,HANOVER,"$446,009.00"
HANOVER SHELL & TIRE,1434 WASHINGTON ST,HANOVER,"$449,530.00"
GRAMPY'S GENERAL STORE,148 KING ST,HANOVER,"$450,222.00"
HANOVER SUNOCO,1970 WASHINGTON ST,HANOVER,"$504,414.50"
HANOVER LIQUORS,15 PLEASANT ST,HANOVER,"$789,913.00"
IMPERIAL GARDEN,811 WASHINGTON,HANOVER,"$844,207.75"
MYETTE'S COUNTRY STORE,1143 BROADWAY,HANOVER,"$1,035,398.75"
SAV-ON GAS,1222 HANOVER ST,HANOVER,"$1,210,365.50"
7-ELEVEN 37439,1371 HANOVER ST,HANOVER,"$1,269,644.25"
LINDY'S GENERAL STORE,971 WEBSTER STREET,HANOVER,"$2,084,105.00"
TWINS MARKET,124 ROCKLAND ST,HANOVER,"$4,780,733.75"
OLDE HITCHING POST,48 SPRING ST,HANSON,"$32,957.00"
HANSON AMERICAN LEGION POST 22,92 ROBINSON ST,HANSON,"$33,583.00"
THE MEADOWBROOK RESTAURANT,1486 MAIN ST,HANSON,"$192,483.00"
SMOKE & ASHES TOBACCO CO,270 MAIN STREET,HANSON,"$244,663.75"
SPEEDWAY #2464,318 MAIN ST,HANSON,"$386,703.25"
JR'S INDIANHEAD PUB,278 MAIN STREET,HANSON,"$597,121.00"
DAMIENS,279 SPRING ST,HANSON,"$678,261.50"
14-58 LIQUORS,470 LIBERTY ST,HANSON,"$754,537.50"
SHAWS 1409,476 LIBERTY ST,HANSON,"$765,845.50"
CUMBERLAND #2319,2 MAIN ST,HANSON,"$822,650.50"
VENUS III,252 MAIN ST,HANSON,"$1,001,222.25"
MYETTES GENERAL STORE,156 LIBERTY ST,HANSON,"$1,320,387.75"
VILLAGE MINIMART,911 MAIN ST,HANSON,"$1,420,771.00"
HANSON MKT & LIQUOR,12 MONPONSETT ST,HANSON,"$1,510,997.75"
CRANBERRY DELI & CONVENIENCE,1375 MAIN STREET,HANSON,"$2,347,691.25"
711 FOOD MART,711 MAIN STREET,HARWICH,"$31,517.75"
MOONSHINE LIQUORS,4 GREAT WESTERN RD UNIT1,HARWICH,"$164,430.75"
STAR MKT 4596,18 SISSON ROAD,HARWICH,"$343,011.25"
HARWICH MOBIL,173 PLEASANT LAKE DR,HARWICH,"$562,566.25"
STOP & SHOP #475,RT 39 & 137,HARWICH,"$1,060,198.00"
ONE THIRTY SEVEN GAS,110 ROUTE 137,HARWICH,"$1,397,917.50"
MAIN STREET QUIK PIK,715 MAIN ST,HARWICH,"$2,334,463.25"
EAST HARWICH MARKET,1421 ORLEANS ROAD,HARWICH,"$4,206,651.75"
CRANBERRY LIQUORS,555 RT 28,HARWICH PORT,"$107,083.75"
BRAX,705 MAIN ST RT 28,HARWICH PORT,"$283,050.00"
JAKE ROONEY'S,119 BROOKS RD & TR28,HARWICH PORT,"$889,808.75"
CUMBERLAND #2305,578 MAIN ST,HARWICH PORT,"$984,055.00"
VALUE MART,435 RT 28,HARWICH PORT,"$1,261,818.50"
GRILL N CHILL,127 ELM ST,HATFIELD,"$10,112.00"
FISHTALES BAR & GRILL,5 SCHOOL STREET,HATFIELD,"$231,293.00"
HATFIELD MARKET,72 SCHOOL STREET,HATFIELD,"$444,657.25"
HATFIELD CENTER STORE,60 MAIN ST,HATFIELD,"$511,190.25"
SISTERS CONVENIENCE STORE,22 WEST STREET,HATFIELD,"$899,840.25"
AMVETS OF HAVERHILL,576 PRIMROSE ST,HAVERHILL,"$4,785.00"
WALLYS VEGETABLES,799 AMESBURY ROAD,HAVERHILL,"$23,054.50"
SHAMROCK LIQUORS,400 LOWELL AVE STE 6,HAVERHILL,"$23,750.00"
NEW LANTERN CAFE,240 ESSEX ST,HAVERHILL,"$26,566.00"
HAVERHILL BEEF,117 MERRIMACK ST,HAVERHILL,"$30,473.50"
NEW MOON GARDEN,701 S MAIN ST,HAVERHILL,"$36,584.50"
DOWNTOWN WINE & SPIRITS,56 LOCUST ST,HAVERHILL,"$88,225.50"
CANELA MARKET,111 WHITE STREET,HAVERHILL,"$182,675.50"
SHAMROCK HAVERHILL,400 LOWELL AVE,HAVERHILL,"$185,477.50"
R G'S PUB,242 WINTER ST,HAVERHILL,"$187,649.00"
ACADEMY LIQUORS,699 SOUTH MAIN ST,HAVERHILL,"$201,574.50"
BJ'S WHOLESALE #189,25 SHELLEY RD,HAVERHILL,"$209,608.75"
QUALITY BRAND LIQUORS,185 SOUTH ELM ST,HAVERHILL,"$225,352.25"
ACADEMY LANES,725 S MAIN STREET,HAVERHILL,"$245,275.75"
KENOZA VARIETY,68 KENOZA AVENUE,HAVERHILL,"$261,562.25"
